1415 4
4243458 -3 22
4243712 0 22
4259841 36 28
4259968 0 16
4276225 8 16
4276352 10 16
4325376 36 28
4341760 0 22
6291458 -8 23
6291462 -9 2
6291712 0 23
6291714 -9 23
6292224 4 9
6324224 0 23
6324226 -9 23
6324480 -7 23
6389760 6 16
8388608 2 23
8388609 3 35
8388612 2 23
8388613 2 23
8388736 0 23
8388738 -3 23
8388865 -3 14
8389120 36 14
8389248 4 23
8404992 0 23
8404994 -5 23
8405248 -5 23
8421377 36 28
8421504 -3 35
8454144 36 28
8470528 6 23
10485761 5 23
10485764 6 23
10485888 5 14
10485890 8 23
10486017 8 23
10486272 8 23
10502144 3 28
10502146 2 35
10502400 10 23
10518529 10 23
10518656 12 23
10551296 10 23
12582915 22 23
12583041 14 23
12583296 14 23
12599297 10 23
12599424 10 23
12632064 10 23
16777218 -5 14
16777472 36 14
16809984 36 28
18874368 -2 24
18874370 -3 24
18874624 0 24
18907136 0 24
20971521 8 24
20971648 0 24
20987904 0 24
25165825 8 28
25165952 8 24
25182208 6 24
41943040 2 25
268435456 0 29
268435458 2 21
268435460 1 21
268435461 1 29
268435466 4 21
268435468 4 21
268435586 -4 29
268435590 -1 2
268435712 4 21
268435713 3 35
268435716 6 21
268435717 0 29
268435968 0 29
268435970 4 21
268436096 0 42
268436098 4 21
268436225 6 9
268436736 -3 14
268436992 -1 21
268451842 0 21
268451846 -5 7
268452096 0 35
268452098 0 21
268452608 8 29
268468224 0 29
268468225 5 15
268468228 4 29
268468229 0 15
268468352 3 15
268468354 -1 29
268468481 0 8
268468736 -1 21
268468864 6 15
268500992 0 16
268500994 0 21
268501248 0 21
268517376 5 21
268517378 2 21
268517632 8 21
268533761 8 16
268533888 8 16
268599296 0 29
268632064 4 29
270532610 -6 35
270532614 -9 14
270532864 0 35
270532866 -7 14
270533376 6 35
270565376 3 22
270565378 0 15
270565632 0 22
270630912 4 16
272629760 4 7
272629761 9 22
272629764 8 29
272629765 0 29
272629888 5 22
272629890 4 8
272630017 6 8
272630272 4 0
272630400 6 22
272646144 5 29
272646146 2 15
272646400 8 15
272662529 4 29
272662656 4 29
272695296 0 7
272711680 8 16
276824064 0 23
276824066 4 23
276824320 4 23
276856832 -3 7
278921216 3 35
278921218 0 35
278921472 6 35
278953984 10 23
281018369 10 23
281018496 10 23
281034752 10 23
289406976 0 24
293601280 6 24
536870913 6 29
536870915 9 21
536870920 6 21
536870921 6 21
536871040 0 35
536871041 7 21
536871044 4 21
536871045 2 8
536871171 8 21
536871296 3 9
536871298 0 35
536871425 4 21
536871553 6 21
536871936 2 10
536872064 8 21
536887296 0 29
536887297 1 7
536887300 4 29
536887301 0 7
536887424 1 8
536887426 6 29
536887553 6 15
536887808 0 29
536887936 6 29
536903683 36 21
536903809 8 15
536904064 0 35
536920064 0 16
536920066 -5 16
536920320 -3 16
536936449 36 21
536936576 2 16
536952833 8 21
536952960 6 16
537001984 36 21
537018368 0 17
538968064 0 29
538968065 -2 14
538968068 -1 22
538968069 -1 7
538968192 -4 29
538968194 0 22
538968321 4 8
538968576 0 22
538968704 6 9
538984448 3 22
538984450 0 22
538984704 6 22
539000833 0 22
539000960 0 29
539033600 -5 16
539049984 4 16
541065219 36 14
541065345 36 35
541065600 36 35
541081601 8 15
541081728 8 29
541114368 0 22
543162368 0 23
543162370 -9 29
543162624 -5 23
543195136 -5 23
545259521 36 14
545259648 36 35
545275904 -3 35
547356673 10 23
547356800 10 23
547373056 10 23
553648128 36 14
555745280 0 24
805306370 -6 21
805306374 -7 2
805306624 0 30
805306626 4 21
805307136 4 9
805339136 0 30
805339138 0 30
805339392 0 30
805404672 6 16
809500672 0 30
809500674 4 7
809500928 4 0
809533440 0 22
817889280 10 23
1073741824 0 35
1073741825 3 30
1073741828 -1 21
1073741829 4 21
1073741952 1 30
1073741954 0 30
1073742081 4 21
1073742336 0 21
1073742464 0 21
1073758208 0 30
1073758210 -3 15
1073758464 -1 15
1073774593 36 21
1073774720 0 30
1073807360 36 21
1073823744 4 16
1075838976 0 30
1075838978 -3 22
1075839232 0 22
1075871744 -5 15
1077936129 36 14
1077936256 36 35
1077952512 0 35
1082130432 36 14
1084227584 10 23
1342177281 5 30
1342177284 8 21
1342177408 3 30
1342177410 4 30
1342177537 6 30
1342177792 4 30
1342193664 5 21
1342193666 4 35
1342193920 8 15
1342210049 8 30
1342210176 6 15
1342242816 4 16
1344274432 0 35
1344274434 -3 14
1344274688 -1 42
1344307200 4 30
1346371585 8 30
1346371712 4 14
1346387968 8 15
1350565888 6 23
1610612739 22 30
1610612865 8 21
1610613120 10 30
1610629121 8 30
1610629248 8 30
1610661888 6 30
1612709889 6 30
1612710016 6 30
1612726272 4 30
1616904192 6 30
2147483650 -5 31
2147483904 -3 21
2147516416 36 21
2151677952 36 14
2415919104 1 21
2415919106 -3 21
2415919360 -1 21
2415951872 0 15
2420113408 0 22
2684354561 12 21
2684354688 0 14
2684370944 0 15
2686451712 0 22
3221225473 8 21
3221225600 6 21
3221241856 4 15
3223322624 -1 22
5368709120 0 21
34359738368 1 28
34359738370 -1 36
34359738372 1 36
34359738373 -2 36
34359738378 2 21
34359738380 2 21
34359738498 3 28
34359738502 0 2
34359738624 4 28
34359738625 3 28
34359738628 6 21
34359738629 4 28
34359738880 0 21
34359738882 -3 21
34359739008 1 36
34359739010 4 21
34359739137 6 9
34359739648 4 21
34359739904 8 21
34359754754 0 36
34359754758 0 15
34359755008 -4 36
34359755010 -3 15
34359755520 4 9
34359771136 0 36
34359771137 3 36
34359771140 4 21
34359771141 0 15
34359771264 3 42
34359771266 -3 15
34359771393 4 21
34359771648 36 21
34359771776 4 36
34359803904 1 21
34359803906 -3 21
34359804160 36 21
34359820288 3 16
34359820290 4 16
34359820544 8 16
34359836673 8 16
34359836800 6 16
34359902208 0 28
34359934976 6 21
34361835522 -6 28
34361835526 -5 28
34361835776 -4 28
34361835778 -5 28
34361836288 6 9
34361868288 -4 36
34361868290 0 36
34361868544 0 22
34361933824 6 16
34363932672 4 36
34363932673 7 22
34363932676 8 22
34363932677 6 36
34363932800 9 22
34363932802 8 22
34363932929 8 22
34363933184 36 14
34363933312 8 22
34363949056 5 22
34363949058 0 15
34363949312 4 8
34363965441 4 7
34363965568 0 36
34363998208 36 7
34364014592 4 28
34368126976 0 23
34368126978 -3 23
34368127232 36 14
34368159744 36 7
34370224128 5 28
34370224130 -3 14
34370224384 4 42
34370256896 10 23
34372321281 12 23
34372321408 10 23
34372337664 10 23
34380709888 0 24
34384904192 8 24
34628173826 0 21
34628173830 0 2
34628174080 0 21
34628174082 4 21
34628174592 6 9
34628206592 1 36
34628206594 4 21
34628206848 4 21
34628272128 8 16
34632368128 7 22
34632368130 6 36
34632368384 8 22
34632400896 8 15
34640756736 10 23
34896609280 4 7
34896609281 3 36
34896609284 2 7
34896609285 4 7
34896609408 3 29
34896609410 -3 29
34896609537 6 8
34896609792 4 9
34896609920 4 36
34896625664 3 29
34896625666 2 15
34896625920 8 29
34896642049 8 15
34896642176 0 15
34896674816 0 16
34896691200 6 29
34898706432 5 22
34898706434 -3 22
34898706688 6 8
34898739200 0 15
34900803585 6 29
34900803712 0 8
34900819968 4 15
34904997888 -3 7
34907095040 12 23
35433480192 1 30
35433480194 -3 30
35433480448 4 30
35433512960 2 30
35437674496 0 30
35701915648 0 42
35701915650 4 21
35701915904 4 21
35701948416 6 15
35706109952 10 30
35970351105 8 30
35970351232 6 30
35970367488 8 30
35972448256 4 30
37044092928 -1 31
37580963840 4 31
68719476737 6 36
68719476739 5 36
68719476744 6 21
68719476745 6 21
68719476864 4 36
68719476865 5 21
68719476868 4 21
68719476869 6 21
68719476995 4 36
68719477120 -4 14
68719477122 0 28
68719477249 0 21
68719477377 6 21
68719477760 0 21
68719477888 4 21
68719493120 4 21
68719493121 3 15
68719493124 2 21
68719493125 4 21
68719493248 0 21
68719493250 0 21
68719493377 2 28
68719493632 -1 28
68719493760 6 21
68719509507 6 21
68719509633 6 15
68719509888 4 36
68719525888 0 16
68719525890 -3 16
68719526144 -3 16
68719542273 0 21
68719542400 4 16
68719558657 8 21
68719558784 4 21
68719607808 -3 21
68719624192 -1 21
68721573888 0 36
68721573889 3 22
68721573892 4 36
68721573893 4 36
68721574016 -4 14
68721574018 4 22
68721574145 4 22
68721574400 0 22
68721574528 0 14
68721590272 0 7
68721590274 2 22
68721590528 6 22
68721606657 4 15
68721606784 6 36
68721639424 0 22
68721655808 -1 0
68723671043 36 28
68723671169 36 28
68723671424 36 28
68723687425 8 42
68723687552 8 22
68723720192 4 42
68725768192 0 23
68725768194 -7 23
68725768448 -9 23
68725800960 -5 23
68727865345 36 28
68727865472 36 28
68727881728 4 23
68729962497 8 23
68729962624 4 0
68729978880 6 7
68736253952 36 28
68738351104 0 24
68987912192 -1 36
68987912193 3 36
68987912196 4 7
68987912197 0 29
68987912320 -4 36
68987912322 -3 29
68987912449 -3 29
68987912704 -1 0
68987912832 4 36
68987928576 0 36
68987928578 4 29
68987928832 4 15
68987944961 4 29
68987945088 8 15
68987977728 -1 29
68987994112 8 16
68990009344 3 22
68990009346 0 22
68990009600 6 22
68990042112 6 22
68992106497 6 36
68992106624 4 36
68992122880 8 29
68996300800 -5 23
68998397952 10 23
69256347651 36 21
69256347777 36 21
69256348032 36 21
69256364033 4 21
69256364160 4 21
69256396800 0 16
69258444801 0 22
69258444928 0 22
69258461184 0 22
69262639104 -7 23
69524783104 1 30
69524783106 -3 30
69524783360 -3 30
69524815872 -3 30
69528977408 0 22
69793218561 36 21
69793218688 36 21
69793234944 0 21
69795315712 0 22
70061654017 8 30
70061654144 8 30
70061670400 8 21
70063751168 6 30
70866960384 36 21
71135395840 -1 31
103079215106 -6 37
103079215110 -5 2
103079215360 -4 37
103079215362 -3 21
103079215872 8 21
103079247872 3 37
103079247874 -1 21
103079248128 36 21
103079313408 10 16
103083409408 0 37
103083409410 4 22
103083409664 36 14
103083442176 36 7
103091798016 14 23
103616086016 1 37
103616086018 -3 7
103616086272 4 8
103616118784 0 7
103620280320 -1 29
104689827840 6 30
137438953472 0 14
137438953473 1 37
137438953476 2 21
137438953477 -1 21
137438953600 0 21
137438953602 0 28
137438953729 0 21
137438953984 -1 21
137438954112 6 21
137438969856 0 15
137438969858 -3 15
137438970112 -1 42
137438986241 0 21
137438986368 4 37
137439019008 0 21
137439035392 4 16
137441050624 -4 22
137441050626 -3 22
137441050880 0 22
137441083392 0 22
137443147777 36 28
137443147904 36 28
137443164160 4 42
137447342080 36 28
137449439232 8 23
137707388928 0 37
137707388930 -3 14
137707389184 -1 14
137707421696 0 15
137711583232 -1 22
137975824385 36 21
137975824512 36 21
137975840768 -1 21
137977921536 -3 22
138512695296 36 21
138781130752 6 30
171798691841 3 28
171798691844 6 21
171798691968 1 28
171798691970 4 21
171798692097 6 21
171798692352 6 21
171798708224 0 28
171798708226 4 15
171798708480 4 8
171798724609 6 15
171798724736 4 8
171798757376 0 21
171800788992 1 28
171800788994 0 14
171800789248 0 28
171800821760 6 37
171802886145 8 22
171802886272 8 22
171802902528 6 22
171807080448 4 23
172067127296 3 21
172067127298 6 21
172067127552 6 21
172067160064 6 15
172071321600 6 7
172335562753 6 7
172335562880 4 8
172335579136 6 15
172337659904 4 37
172872433664 4 30
206158430211 8 21
206158430337 8 21
206158430592 8 21
206158446593 6 37
206158446720 6 37
206158479360 4 37
206160527361 8 37
206160527488 6 37
206160543744 6 7
206164721664 4 37
206426865665 6 21
206426865792 4 37
206426882048 8 15
206428962816 4 37
206963736576 4 37
274877906946 -1 21
274877907200 0 21
274877939712 2 38
274882101248 36 28
275414777856 36 21
309237645312 3 28
309237645314 -1 14
309237645568 4 21
309237678080 8 21
309241839616 10 22
309774516224 0 14
343597383681 6 21
343597383808 4 21
343597400064 -3 28
343599480832 0 22
343865819136 -1 29
412316860417 6 21
412316860544 8 21
412316876800 -1 21
412318957568 0 22
412585295872 -3 29
687194767360 -1 21
4398046511104 3 35
4398046511106 4 21
4398046511108 3 21
4398046511109 1 7
4398046511114 4 21
4398046511116 4 21
4398046511234 1 28
4398046511238 0 2
4398046511360 6 21
4398046511361 3 35
4398046511364 6 21
4398046511365 4 21
4398046511616 1 9
4398046511618 -1 21
4398046511744 3 28
4398046511746 6 21
4398046511873 8 21
4398046512384 6 21
4398046512640 6 21
4398046527490 3 15
4398046527494 4 21
4398046527744 3 35
4398046527746 2 15
4398046528256 6 21
4398046543872 6 21
4398046543873 7 28
4398046543876 8 21
4398046543877 4 21
4398046544000 3 35
4398046544002 0 21
4398046544129 4 21
4398046544384 36 21
4398046544512 6 35
4398046576640 3 21
4398046576642 0 21
4398046576896 36 21
4398046593024 5 16
4398046593026 4 16
4398046593280 8 16
4398046609409 8 16
4398046609536 8 16
4398046674944 12 21
4398046707712 8 21
4398048608258 -4 28
4398048608262 -3 22
4398048608512 3 22
4398048608514 0 8
4398048609024 8 9
4398048641024 -2 28
4398048641026 -1 15
4398048641280 0 22
4398048706560 6 16
4398050705408 8 22
4398050705409 7 28
4398050705412 8 14
4398050705413 4 14
4398050705536 7 22
4398050705538 6 8
4398050705665 8 8
4398050705920 36 14
4398050706048 8 22
4398050721792 9 22
4398050721794 4 1
4398050722048 6 8
4398050738177 36 28
4398050738304 6 15
4398050770944 36 28
4398050787328 8 16
4398054899712 3 23
4398054899714 4 23
4398054899968 36 14
4398054932480 36 28
4398056996864 5 28
4398056996866 6 23
4398056997120 8 23
4398057029632 10 23
4398059094017 20 23
4398059094144 12 23
4398059110400 10 23
4398067482624 8 24
4398071676928 8 14
4398314946562 1 21
4398314946566 4 2
4398314946816 3 35
4398314946818 8 21
4398314947328 6 9
4398314979328 1 35
4398314979330 4 21
4398314979584 4 21
4398315044864 8 16
4398319140864 9 22
4398319140866 8 7
4398319141120 8 0
4398319173632 8 15
4398327529472 10 23
4398583382016 4 21
4398583382017 7 29
4398583382020 4 21
4398583382021 4 21
4398583382144 3 29
4398583382146 0 21
4398583382273 8 29
4398583382528 0 21
4398583382656 6 29
4398583398400 5 29
4398583398402 4 29
4398583398656 4 15
4398583414785 36 21
4398583414912 8 15
4398583447552 36 21
4398583463936 8 16
4398585479168 5 22
4398585479170 0 29
4398585479424 4 29
4398585511936 0 22
4398587576321 36 14
4398587576448 4 35
4398587592704 4 15
4398591770624 36 14
4398593867776 10 23
4399120252928 1 30
4399120252930 -3 21
4399120253184 0 21
4399120285696 36 21
4399124447232 36 14
4399388688384 7 21
4399388688386 6 21
4399388688640 8 21
4399388721152 8 21
4399392882688 8 14
4399657123841 8 30
4399657123968 8 30
4399657140224 8 30
4399659220992 6 30
4400730865664 0 21
4401267736576 4 21
4432406249474 1 36
4432406249478 4 21
4432406249728 5 21
4432406249730 6 21
4432406250240 8 21
4432406282240 7 21
4432406282242 6 21
4432406282496 36 21
4432406347776 8 21
4432410443776 9 22
4432410443778 6 14
4432410444032 36 14
4432410476544 36 7
4432418832384 14 23
4432943120384 5 29
4432943120386 4 7
4432943120640 6 29
4432943153152 8 29
4432947314688 4 7
4434016862208 8 30
4466765987840 4 36
4466765987841 3 36
4466765987844 4 14
4466765987845 2 36
4466765987968 3 14
4466765987970 0 14
4466765988097 0 14
4466765988352 0 21
4466765988480 6 21
4466766004224 3 7
4466766004226 -1 15
4466766004480 -3 15
4466766020609 8 15
4466766020736 6 8
4466766053376 4 21
4466766069760 6 16
4466768084992 3 22
4466768084994 4 36
4466768085248 4 22
4466768117760 4 36
4466770182145 8 36
4466770182272 8 22
4466770198528 6 36
4466774376448 -3 14
4466776473600 8 23
4467034423296 5 29
4467034423298 2 7
4467034423552 2 14
4467034456064 6 15
4467038617600 4 22
4467302858753 4 21
4467302858880 4 21
4467302875136 0 36
4467304955904 4 36
4467839729664 0 21
4468108165120 8 30
4535485464576 3 37
4535485464578 0 14
4535485464832 0 21
4535485497344 4 21
4535489658880 6 22
4536022335488 0 14
4569845202944 5 21
4569845202946 6 21
4569845203200 6 21
4569845235712 6 21
4569849397248 6 14
4570382073856 8 29
4604204941313 8 21
4604204941440 6 37
4604204957696 6 37
4604207038464 4 37
4604473376768 6 37
4741643894784 4 14
4810363371520 0 14
8796093022209 4 21
8796093022211 3 21
8796093022216 4 21
8796093022217 4 21
8796093022336 -1 8
8796093022337 1 8
8796093022340 -1 8
8796093022341 4 21
8796093022467 2 28
8796093022592 -6 28
8796093022594 -3 21
8796093022721 0 28
8796093022849 6 21
8796093023232 -1 21
8796093023360 -1 28
8796093038592 2 21
8796093038593 1 21
8796093038596 0 21
8796093038597 4 21
8796093038720 0 21
8796093038722 0 21
8796093038849 2 35
8796093039104 -3 15
8796093039232 6 21
8796093054979 4 21
8796093055105 4 35
8796093055360 -3 35
8796093071360 -6 21
8796093071362 -7 21
8796093071616 -3 16
8796093087745 -3 21
8796093087872 -3 16
8796093104129 6 21
8796093104256 4 21
8796093153280 -5 17
8796093169664 -3 21
8796095119360 -3 22
8796095119361 -4 22
8796095119364 0 22
8796095119365 -3 22
8796095119488 -6 14
8796095119490 -1 8
8796095119617 4 8
8796095119872 -3 22
8796095120000 0 28
8796095135744 -6 7
8796095135746 -7 28
8796095136000 0 22
8796095152129 0 15
8796095152256 -3 22
8796095184896 -3 22
8796095201280 -3 28
8796097216515 8 28
8796097216641 6 28
8796097216896 4 22
8796097232897 8 35
8796097233024 6 8
8796097265664 4 35
8796099313664 -8 23
8796099313666 -5 23
8796099313920 -7 23
8796099346432 -9 15
8796101410817 4 23
8796101410944 -3 23
8796101427200 4 23
8796103507969 6 23
8796103508096 -3 14
8796103524352 0 7
8796109799424 -5 28
8796111896576 -3 24
8796361457664 -1 29
8796361457665 3 29
8796361457668 4 21
8796361457669 0 29
8796361457792 0 29
8796361457794 -3 21
8796361457921 -1 29
8796361458176 -3 29
8796361458304 4 29
8796361474048 0 21
8796361474050 -7 21
8796361474304 4 15
8796361490433 4 15
8796361490560 2 29
8796361523200 -3 29
8796361539584 4 7
8796363554816 -4 35
8796363554818 -7 14
8796363555072 2 22
8796363587584 0 22
8796365651969 4 43
8796365652096 0 29
8796365668352 2 29
8796369846272 -5 23
8796371943424 2 7
8796629893123 8 21
8796629893249 6 21
8796629893504 -1 21
8796629909505 4 21
8796629909632 4 21
8796629942272 0 16
8796631990273 -1 29
8796631990400 0 8
8796632006656 0 29
8796636184576 -9 23
8796898328576 0 30
8796898328578 -7 21
8796898328832 -3 30
8796898361344 -5 15
8796902522880 -3 22
8797166764033 0 21
8797166764160 -3 21
8797166780416 0 21
8797168861184 -7 30
8797435199489 4 30
8797435199616 4 30
8797435215872 2 21
8797437296640 0 14
8798240505856 -5 21
8798508941312 -1 31
8830452760576 -3 43
8830452760577 1 14
8830452760580 0 21
8830452760581 -1 21
8830452760704 3 14
8830452760706 -3 21
8830452760833 0 14
8830452761088 0 14
8830452761216 4 21
8830452776960 -4 36
8830452776962 -3 21
8830452777216 -3 15
8830452793345 0 21
8830452793472 -3 15
8830452826112 0 16
8830452842496 4 16
8830454857728 3 22
8830454857730 -1 36
8830454857984 4 22
8830454890496 0 22
8830456954881 6 36
8830456955008 8 22
8830456971264 4 36
8830461149184 -3 23
8830463246336 8 23
8830721196032 0 43
8830721196034 0 21
8830721196288 0 21
8830721228800 6 15
8830725390336 6 36
8830989631489 0 21
8830989631616 -3 29
8830989647872 -1 15
8830991728640 -1 29
8831526502400 -5 21
8831794937856 6 30
8864812498947 6 21
8864812499073 6 21
8864812499328 -3 21
8864812515329 8 21
8864812515456 4 21
8864812548096 4 21
8864814596097 0 36
8864814596224 -5 14
8864814612480 -7 28
8864818790400 -9 23
8865080934401 2 29
8865080934528 -3 29
8865080950784 0 21
8865083031552 -1 22
8865617805312 -5 14
8899172237312 -4 37
8899172237314 -3 21
8899172237568 0 14
8899172270080 0 7
8899176431616 -1 43
8899709108224 -1 29
8933531975681 -1 21
8933531975808 -3 21
8933531992064 4 21
8933534072832 -5 22
8933800411136 -1 29
8967891714049 6 21
8967891714176 4 21
8967891730432 4 21
8967893811200 8 22
8968160149504 6 21
9070970929152 -3 21
9105330667520 -3 21
13194139533314 3 21
13194139533318 4 2
13194139533568 5 21
13194139533570 6 21
13194139534080 8 21
13194139566080 9 21
13194139566082 8 21
13194139566336 36 21
13194139631616 22 16
13194143727616 9 22
13194143727618 8 14
13194143727872 36 14
13194143760384 36 28
13194152116224 22 23
13194676404224 5 21
13194676404226 4 21
13194676404480 6 21
13194676436992 36 21
13194680598528 36 14
13195750146048 8 30
13262859010048 3 44
13262859010050 2 14
13262859010304 4 8
13262859042816 8 21
13262863204352 8 14
13263395880960 0 21
13400297963520 6 37
17592186044416 2 21
17592186044417 3 21
17592186044420 2 21
17592186044421 0 21
17592186044544 1 8
17592186044546 0 21
17592186044673 4 28
17592186044928 2 21
17592186045056 6 21
17592186060800 1 21
17592186060802 4 21
17592186061056 4 35
17592186077185 4 21
17592186077312 2 8
17592186109952 -1 21
17592186126336 8 21
17592188141568 0 14
17592188141570 0 22
17592188141824 4 8
17592188174336 -1 22
17592190238721 8 28
17592190238848 8 22
17592190255104 8 15
17592194433024 2 23
17592196530176 6 23
17592454479872 0 29
17592454479874 0 21
17592454480128 2 21
17592454512640 4 15
17592458674176 2 7
17592722915329 8 21
17592722915456 4 21
17592722931712 4 15
17592725012480 0 22
17593259786240 0 21
17593528221696 6 30
17626545782784 0 44
17626545782786 -1 36
17626545783040 4 21
17626545815552 4 21
17626549977088 6 22
17627082653696 0 21
17660905521153 6 21
17660905521280 6 21
17660905537536 6 21
17660907618304 0 22
17661173956608 0 29
17729624997888 0 21
17763984736256 4 21
21990232555521 1 35
21990232555524 0 21
21990232555648 -2 28
21990232555650 -1 21
21990232555777 2 8
21990232556032 -1 21
21990232571904 1 21
21990232571906 0 15
21990232572160 0 15
21990232588289 4 21
21990232588416 4 35
21990232621056 4 21
21990234652672 -2 28
21990234652674 -3 22
21990234652928 4 8
21990234685440 -1 35
21990236749825 4 14
21990236749952 6 8
21990236766208 0 15
21990240944128 2 23
21990500990976 0 35
21990500990978 4 21
21990500991232 4 21
21990501023744 0 35
21990505185280 4 7
21990769426433 4 21
21990769426560 0 29
21990769442816 0 15
21990771523584 0 29
21991306297344 0 21
22024592293888 0 36
22024592293890 4 21
22024592294144 6 21
22024592326656 2 36
22024596488192 6 7
22025129164800 4 7
22058952032257 4 21
22058952032384 4 14
22058952048640 0 15
22058954129408 2 22
22059220467712 0 21
22127671508992 0 14
26388279066627 4 44
26388279066753 4 21
26388279067008 -5 44
26388279083009 4 44
26388279083136 0 44
26388279115776 -7 44
26388281163777 -3 22
26388281163904 -5 14
26388281180160 -9 28
26388285358080 -9 44
26388547502081 4 21
26388547502208 0 29
26388547518464 -5 35
26388549599232 -5 44
26389084372992 -3 44
26422638804993 0 44
26422638805120 0 44
26422638821376 -1 44
26422640902144 -3 22
26422907240448 0 44
26491358281728 -1 44
35184372088834 4 21
35184372089088 6 21
35184372121600 6 21
35184376283136 8 22
35184908959744 6 29
35253091565568 6 21
39582418599936 3 21
39582418599938 4 21
39582418600192 6 21
39582418632704 6 21
39582422794240 8 22
39582955470848 8 21
39651138076672 0 21
43980465111041 4 21
43980465111168 2 21
43980465127424 4 21
43980467208192 -3 22
43980733546496 0 29
44014824849408 -3 21
52776558133249 4 21
52776558133376 2 21
52776558149632 4 21
52776560230400 -3 22
52776826568704 -1 29
52810917871616 -1 21
87960930222080 2 21
