5678 5
82944 3 16
83072 0 21
98307 8 28
98311 3 3
98433 8 28
98435 7 16
98688 6 16
98689 5 16
99200 -4 10
114694 -8 17
114946 -8 17
115456 -6 17
131074 -5 21
131077 -6 21
131202 -8 21
131328 36 21
131329 -6 21
131712 -6 21
147456 1 21
147458 -1 17
147460 1 17
147461 0 21
147586 0 17
147712 -1 17
147713 5 8
147968 -4 9
148096 1 21
163841 0 28
163843 3 21
163968 -1 17
163969 5 17
164224 1 9
180228 0 21
180354 3 8
180481 5 17
180736 5 35
196609 4 28
196611 5 21
196736 4 35
196737 5 17
196992 5 17
212995 11 17
213121 9 21
213376 7 17
278530 -4 21
278784 -4 21
311298 0 21
311552 1 8
327680 0 21
327681 1 21
327808 1 8
344065 9 21
344192 0 21
409601 5 21
409728 5 21
671744 5 21
2097152 -2 22
2097154 -3 22
2097156 0 28
2097157 -2 22
2097162 -3 22
2097164 -3 22
2097172 0 28
2097173 -6 22
2097177 -2 22
2097282 3 22
2097286 -3 22
2097290 -2 28
2097292 0 22
2097293 -6 14
2097408 0 22
2097409 3 22
2097412 0 22
2097413 2 22
2097416 -4 28
2097417 1 22
2097419 3 22
2097542 -6 14
2097664 -4 22
2097666 -5 22
2097668 -4 22
2097669 -4 22
2097792 1 14
2097794 8 22
2097796 1 22
2097797 0 14
2097921 4 42
2097923 1 28
2098178 -6 22
2098306 3 22
2098432 0 22
2098433 5 22
2098562 3 22
2098688 0 22
2098689 3 22
2098817 3 14
2099712 -2 22
2099840 -4 14
2100352 1 14
2113538 -4 35
2113542 -5 28
2113546 -6 28
2113548 -8 28
2113549 -4 7
2113670 0 28
2113792 3 22
2113794 -1 22
2113796 0 15
2113797 0 22
2114050 -4 15
2114178 1 28
2114304 4 28
2114305 5 9
2114816 3 15
2115072 3 22
2115200 -36 42
2129920 0 22
2129921 5 22
2129924 0 22
2129925 0 15
2129928 -4 22
2129929 3 22
2129931 3 22
2130048 5 22
2130050 -1 15
2130052 0 22
2130053 5 22
2130177 4 8
2130179 0 8
2130306 -4 15
2130432 -3 22
2130433 -6 22
2130560 4 9
2130561 7 22
2130944 -6 22
2131072 5 22
2131328 3 22
2146310 -8 28
2146562 -2 16
2147072 1 9
2162688 0 16
2162690 -7 16
2162692 0 16
2162693 0 16
2162818 0 16
2162944 0 22
2162945 -4 22
2163200 0 16
2163328 3 16
2179072 0 28
2179074 0 28
2179076 0 28
2179077 0 7
2179202 0 28
2179328 6 16
2179329 5 22
2179584 0 16
2179712 -36 42
2195457 6 16
2195459 5 16
2195584 4 22
2195585 7 16
2195840 5 16
2228226 -8 17
2228480 -10 22
2244610 -4 28
2244864 0 17
2260992 0 22
2260993 5 22
2261120 3 17
2277378 0 28
2277632 3 22
2293760 -1 22
2293761 5 17
2293888 3 22
2310145 5 7
2310272 -36 42
2424832 0 42
2441216 -4 28
2506752 0 28
4194305 8 22
4194307 9 28
4194312 8 22
4194313 8 22
4194321 11 22
4194323 9 22
4194432 4 35
4194433 9 22
4194436 6 22
4194437 6 35
4194440 7 22
4194441 9 22
4194443 7 22
4194563 8 28
4194567 5 3
4194688 0 9
4194690 -1 1
4194692 -2 35
4194693 1 9
4194817 6 22
4194819 5 28
4194945 6 42
4194947 9 22
4195202 -4 10
4195328 36 14
4195329 -4 28
4195456 10 22
4195457 9 22
4195713 9 22
4196480 11 22
4196736 5 22
4210688 4 35
4210689 9 22
4210692 2 35
4210693 4 42
4210696 7 22
4210697 9 22
4210699 7 22
4210816 7 22
4210818 6 8
4210820 7 22
4210821 7 22
4210945 4 22
4210947 3 22
4211074 -4 15
4211200 -1 22
4211201 5 22
4211328 6 42
4211329 9 22
4211712 -4 22
4211840 9 22
4212096 7 15
4227075 36 28
4227079 5 3
4227201 4 35
4227203 9 22
4227456 -1 15
4227457 3 9
4227968 -4 10
4243456 0 16
4243458 -3 22
4243460 0 16
4243461 1 16
4243586 3 16
4243712 0 22
4243713 1 16
4243968 1 16
4244096 7 16
4259841 36 28
4259843 35 28
4259968 0 16
4259969 5 22
4260224 3 16
4276225 8 35
4276227 9 16
4276352 10 16
4276353 9 22
4276608 7 9
4308994 -6 17
4309248 -4 17
4325376 36 28
4325377 35 28
4325504 -6 8
4341760 0 22
4341761 7 22
4341888 9 22
4374529 9 22
4374656 7 22
4472832 11 22
4505600 5 22
6291458 -8 23
6291462 -9 14
6291466 -8 23
6291468 -8 23
6291469 -8 3
6291590 -8 23
6291712 0 23
6291714 -9 35
6291716 0 23
6291717 -6 23
6291970 0 23
6292098 -6 23
6292224 4 23
6292225 3 23
6292736 -10 23
6292992 -10 28
6293120 -4 10
6307846 -18 28
6308098 0 23
6308608 3 23
6324224 0 23
6324226 -9 35
6324228 0 23
6324229 0 23
6324354 -4 23
6324480 -7 23
6324481 3 23
6324736 3 23
6324864 1 23
6356994 0 23
6357248 -8 23
6373378 -10 28
6373632 5 23
6389760 6 16
6389761 3 16
6389888 0 16
6455296 0 23
6488064 0 23
6504448 5 17
8388608 2 23
8388609 3 35
8388612 2 23
8388613 2 23
8388617 3 23
8388619 3 23
8388736 0 23
8388738 -3 23
8388740 -2 23
8388741 0 23
8388865 -3 42
8388867 3 28
8388994 -4 23
8389120 36 14
8389121 -8 28
8389248 4 23
8389249 5 23
8389760 0 23
8390016 0 10
8404992 0 23
8404994 -5 23
8404996 3 23
8404997 0 23
8405122 0 23
8405248 -5 23
8405249 3 23
8405504 3 23
8405632 3 23
8421377 36 28
8421379 35 28
8421504 -3 35
8421505 1 23
8421760 -4 9
8437762 0 23
8438016 -4 23
8454144 36 28
8454145 35 28
8454272 0 23
8470528 6 23
8470529 9 23
8470656 0 23
8536064 1 23
8568832 0 23
10485761 5 23
10485764 6 23
10485768 3 23
10485769 3 23
10485888 5 14
10485890 8 23
10485892 9 23
10485893 5 14
10486017 8 23
10486019 9 23
10486146 5 23
10486272 8 23
10486273 5 23
10486401 7 14
10486784 -4 23
10486912 5 14
10502144 3 28
10502146 2 35
10502148 3 28
10502149 0 7
10502274 3 28
10502400 10 23
10502401 5 23
10502656 3 23
10502784 -36 42
10518529 10 23
10518531 9 23
10518656 12 23
10518657 9 23
10518912 5 23
10534914 -4 7
10535168 5 23
10551296 10 23
10551297 7 23
10551424 9 23
10567681 5 7
10567808 -36 42
10616832 1 23
10633216 -4 28
12582915 22 28
12582919 9 3
12583041 14 28
12583043 11 23
12583296 14 28
12583297 11 23
12583808 -4 10
12599297 10 23
12599299 9 23
12599424 10 23
12599425 9 23
12599680 9 23
12632064 10 23
12632065 9 23
12632192 11 23
12697600 -6 17
14680070 -22 24
14680322 -14 24
14680832 -14 24
14712834 -10 24
14713088 -10 24
14778368 -10 24
16777218 -5 14
16777221 -6 24
16777346 -8 24
16777472 36 14
16777473 -8 28
16777856 -8 24
16793602 -10 24
16793856 -12 24
16809984 36 28
16809985 35 28
16810112 -10 24
16859136 -10 24
18874368 -2 24
18874370 -3 24
18874372 -2 24
18874373 -2 24
18874498 3 24
18874624 0 24
18874625 3 24
18874880 -4 24
18875008 -6 14
18890754 -6 28
18891008 3 24
18907136 0 24
18907137 5 15
18907264 5 15
18939904 -6 24
18956288 -4 28
20971521 8 24
20971523 11 28
20971648 0 35
20971649 9 8
20971904 -4 24
20987904 0 24
20987905 9 15
20988032 7 24
21020672 5 16
23068676 7 24
23068802 7 24
23068929 7 24
23069184 7 24
23085058 0 28
23085312 9 24
23101441 7 24
23101568 7 24
23134208 7 24
25165825 8 28
25165827 7 24
25165952 8 24
25165953 7 24
25166208 7 24
25182208 6 24
25182209 9 15
25182336 7 24
25214976 7 24
27262979 11 24
27263105 9 14
27263360 11 24
27279361 5 7
27279488 -36 42
27312128 9 24
35651586 -6 28
35651840 -8 28
35684352 -6 42
39845890 -8 25
39846144 0 25
39878656 0 25
41943040 2 25
41943041 3 35
41943168 0 8
41959424 0 25
44040193 9 14
44040320 5 14
44056576 3 28
52428801 3 25
52428928 3 14
52445184 3 28
85983232 -2 26
268435456 0 29
268435458 2 21
268435460 1 21
268435461 1 29
268435466 4 21
268435468 4 21
268435476 3 21
268435477 1 21
268435481 3 21
268435586 -4 29
268435590 -1 29
268435594 0 21
268435596 0 21
268435597 1 3
268435712 4 21
268435713 3 35
268435716 6 21
268435717 0 29
268435720 0 21
268435721 3 21
268435723 3 21
268435846 -4 2
268435968 0 29
268435970 4 21
268435972 -2 29
268435973 -4 21
268436096 0 42
268436098 4 21
268436100 0 21
268436101 3 21
268436225 6 21
268436227 5 29
268436482 -6 21
268436610 0 14
268436736 -3 14
268436737 1 10
268436866 -4 29
268436992 -1 21
268436993 3 35
268437121 5 10
268438016 -2 14
268438144 -2 14
268438656 1 21
268451842 0 21
268451846 -5 7
268451850 0 21
268451852 0 21
268451853 1 21
268451974 0 21
268452096 0 35
268452098 0 21
268452100 0 15
268452101 3 15
268452354 -4 15
268452482 0 21
268452608 8 29
268452609 5 15
268453120 0 15
268453376 0 15
268453504 7 21
268468224 0 29
268468225 5 15
268468228 4 29
268468229 0 29
268468232 5 29
268468233 5 15
268468235 5 15
268468352 3 15
268468354 -1 29
268468356 0 15
268468357 5 15
268468481 0 8
268468483 0 29
268468610 -4 15
268468736 -1 21
268468737 1 9
268468864 6 29
268468865 5 15
268469248 -4 29
268469376 5 15
268469632 3 15
268484614 -8 2
268484866 -8 16
268485376 3 9
268500992 0 16
268500994 0 29
268500996 3 21
268500997 0 16
268501122 -6 16
268501248 0 21
268501249 -4 29
268501504 0 9
268501632 1 16
268517376 5 21
268517378 2 21
268517380 3 21
268517381 7 21
268517506 0 21
268517632 8 29
268517633 5 16
268517888 1 16
268518016 7 21
268533761 8 16
268533763 7 29
268533888 8 35
268533889 5 16
268534144 5 16
268566530 -8 21
268566784 -6 21
268582914 -4 21
268583168 -2 29
268599296 0 29
268599297 5 29
268599424 3 17
268615682 0 21
268615936 3 21
268632064 4 29
268632065 3 17
268632192 3 17
268648449 9 17
268648576 9 21
268763136 0 29
268779520 1 21
268845056 1 21
270532610 -6 35
270532614 -9 14
270532618 -8 14
270532620 -6 14
270532621 -6 3
270532742 -8 14
270532864 0 35
270532866 -7 14
270532868 0 35
270532869 -4 35
270533122 -6 35
270533250 -4 14
270533376 6 35
270533377 3 35
270533888 -6 35
270534144 -8 14
270534272 1 14
270548998 -36 42
270549250 0 35
270549760 3 35
270565376 3 22
270565378 0 15
270565380 3 22
270565381 5 22
270565506 3 22
270565632 0 22
270565633 1 15
270565888 -4 22
270566016 7 22
270598146 -8 22
270598400 -4 22
270614530 -36 42
270614784 3 35
270630912 4 35
270630913 9 16
270631040 7 22
270696448 9 22
270729216 3 22
270745600 -36 42
272629760 4 7
272629761 9 22
272629764 8 29
272629765 0 29
272629768 9 22
272629769 11 22
272629771 9 22
272629888 5 22
272629890 4 8
272629892 1 22
272629893 7 22
272630017 6 8
272630019 5 22
272630146 -4 1
272630272 4 0
272630273 1 22
272630400 6 22
272630401 11 22
272630784 -6 14
272630912 9 22
272631168 9 22
272646144 5 29
272646146 2 15
272646148 7 22
272646149 7 22
272646274 5 22
272646400 8 15
272646401 5 22
272646656 0 22
272646784 7 22
272662529 4 29
272662531 5 22
272662656 4 29
272662657 3 29
272662912 -4 29
272678914 0 16
272679168 3 16
272695296 0 29
272695297 0 22
272695424 -2 16
272711680 8 29
272711681 11 22
272711808 9 16
272760832 -4 22
272777216 5 22
272809984 5 22
274726918 -22 14
274727170 -14 35
274727680 -14 35
274759682 0 23
274759936 0 23
274825216 0 16
276824064 0 23
276824066 4 23
276824068 3 23
276824069 1 23
276824194 0 23
276824320 4 23
276824321 0 23
276824576 3 23
276824704 0 23
276840450 0 23
276840704 3 23
276856832 -3 29
276856833 0 23
276856960 -6 23
276889600 0 23
276905984 9 16
278921216 3 35
278921218 0 35
278921220 3 14
278921221 5 14
278921346 3 14
278921472 6 35
278921473 5 35
278921728 0 35
278921856 7 14
278937602 -36 42
278937856 5 35
278953984 10 23
278953985 9 15
278954112 9 23
278986752 3 23
279003136 -36 42
281018369 10 23
281018371 11 23
281018496 10 23
281018497 11 23
281018752 9 23
281034752 10 23
281034753 11 23
281034880 9 23
281067520 9 23
285212674 -10 7
285212928 -10 14
285245440 -10 7
287309826 -8 14
287310080 -6 35
287342592 5 15
289406976 0 24
289406977 11 29
289407104 5 24
289423360 5 24
291504130 0 14
291504384 3 35
291536896 7 24
293601280 6 29
293601281 7 24
293601408 7 24
293617664 11 24
295698433 9 24
295698560 9 14
295714816 -36 42
310378496 0 25
312475648 3 14
320864256 3 14
536870913 6 29
536870915 9 21
536870920 6 21
536870921 6 21
536870929 9 21
536870931 9 21
536871040 0 35
536871041 7 21
536871044 4 21
536871045 2 8
536871048 5 21
536871049 9 21
536871051 7 21
536871171 8 21
536871175 1 3
536871296 3 9
536871298 0 35
536871300 5 9
536871301 -4 21
536871425 4 21
536871427 5 21
536871553 6 21
536871555 7 21
536871810 -6 10
536871936 2 10
536871937 0 29
536872064 8 21
536872065 7 21
536872321 7 21
536873088 5 21
536873344 5 29
536887296 0 29
536887297 1 7
536887300 4 29
536887301 0 7
536887304 1 15
536887305 3 21
536887307 3 15
536887424 1 8
536887426 6 29
536887428 5 29
536887429 0 21
536887553 6 29
536887555 5 29
536887682 0 9
536887808 0 29
536887809 5 9
536887936 6 29
536887937 3 21
536888320 0 29
536888448 3 29
536888704 3 15
536903683 36 21
536903687 7 3
536903809 8 15
536903811 5 35
536904064 0 35
536904065 3 9
536904576 -4 10
536920064 0 16
536920066 -5 29
536920068 0 16
536920069 -2 16
536920194 3 16
536920320 -3 16
536920321 3 16
536920576 -6 29
536920704 3 16
536936449 36 21
536936451 35 21
536936576 2 16
536936577 3 16
536936832 -2 21
536952833 8 21
536952835 7 21
536952960 6 29
536952961 1 21
536953216 3 16
536985602 -8 17
536985856 -8 17
537001984 36 21
537001985 35 21
537002112 -8 35
537018368 0 29
537018369 3 29
537018496 0 17
537051137 3 7
537051264 3 21
537149440 -2 29
537182208 5 29
538968064 0 29
538968065 -2 14
538968068 -1 22
538968069 -1 7
538968072 3 22
538968073 -4 29
538968075 -4 29
538968192 -4 29
538968194 0 22
538968196 5 22
538968197 -6 14
538968321 4 8
538968323 1 8
538968450 -6 22
538968576 0 22
538968577 -4 22
538968704 6 9
538968705 -4 14
538969088 -4 29
538969216 1 22
538969472 5 22
538984448 3 22
538984450 0 29
538984452 3 22
538984453 -2 7
538984578 3 22
538984704 6 22
538984705 3 22
538984960 1 29
538985088 1 0
539000833 0 29
539000835 7 22
539000960 0 29
539000961 0 15
539001216 -6 22
539017218 0 16
539017472 3 16
539033600 -5 29
539033601 -2 22
539033728 -8 22
539049984 4 16
539049985 0 7
539050112 0 0
539099136 -8 22
539115520 0 17
539148288 7 22
541065219 36 35
541065223 11 3
541065345 36 35
541065347 35 35
541065600 36 35
541065601 35 35
541066112 -4 10
541081601 8 29
541081603 9 22
541081728 8 29
541081729 7 22
541081984 0 22
541114368 0 22
541114369 0 16
541114496 3 16
541179904 -4 17
543162368 0 23
543162370 -9 29
543162372 1 23
543162373 -4 23
543162498 0 23
543162624 -5 23
543162625 1 23
543162880 -6 23
543163008 1 23
543178754 0 23
543179008 3 23
543195136 -5 23
543195137 0 23
543195264 -2 23
543227904 0 23
543244288 0 23
545259521 36 35
545259523 35 14
545259648 36 35
545259649 35 35
545259904 35 35
545275904 -3 42
545275905 3 35
545276032 0 23
545308672 3 23
547356673 10 23
547356675 9 23
547356800 10 23
547356801 -2 14
547357056 5 9
547373056 10 23
547373057 3 7
547373184 3 0
547405824 7 16
551550978 -10 24
551551232 -10 24
551583744 -10 24
553648128 36 35
553648129 35 14
553648256 35 35
553664512 -10 35
555745280 0 24
555745281 -4 24
555745408 -4 24
555761664 5 29
559939585 7 24
559939712 7 24
559955968 7 24
572522496 -6 0
576716800 0 25
805306370 -6 21
805306374 -7 35
805306378 -4 21
805306380 1 30
805306381 3 3
805306502 -6 2
805306624 0 30
805306626 4 21
805306628 0 30
805306629 1 30
805306882 0 30
805307010 0 21
805307136 4 30
805307137 1 30
805307648 -2 30
805307904 3 10
805308032 3 10
805322758 -8 2
805323010 -6 21
805323520 0 30
805339136 0 30
805339138 0 30
805339140 1 30
805339141 -4 15
805339266 -6 8
805339392 0 30
805339393 -6 15
805339648 -6 21
805339776 0 30
805371906 -6 21
805372160 -6 30
805388290 -6 21
805388544 0 30
805404672 6 16
805404673 5 30
805404800 5 30
805470208 -4 30
805502976 0 17
805519360 7 17
807403526 -22 2
807403778 -8 35
807404288 -10 35
807436290 -8 22
807436544 -8 22
807501824 7 30
809500672 0 30
809500674 4 30
809500676 3 30
809500677 3 30
809500802 0 30
809500928 4 30
809500929 3 30
809501184 -2 30
809501312 3 9
809517058 0 30
809517312 0 30
809533440 0 22
809533441 0 30
809533568 -4 8
809566208 -2 30
809582592 5 30
813694978 3 23
813695232 3 23
813727744 3 23
815792130 -6 35
815792384 -4 35
815824896 7 30
817889280 10 23
817889281 9 23
817889408 9 23
817905664 9 23
826277888 5 30
830472192 7 24
832569344 9 24
1073741824 0 35
1073741825 3 30
1073741828 -1 21
1073741829 4 21
1073741833 5 21
1073741835 3 21
1073741952 1 30
1073741954 0 35
1073741956 0 21
1073741957 5 21
1073742081 4 30
1073742083 1 30
1073742210 0 30
1073742336 0 21
1073742337 3 30
1073742464 0 30
1073742465 5 21
1073742976 3 21
1073743232 5 10
1073758208 0 30
1073758210 -3 15
1073758212 0 30
1073758213 -4 21
1073758338 1 8
1073758464 -1 15
1073758465 1 30
1073758720 -6 15
1073758848 3 9
1073774593 36 21
1073774595 35 21
1073774720 0 30
1073774721 3 30
1073774976 -8 21
1073790978 -4 16
1073791232 -6 8
1073807360 36 21
1073807361 35 21
1073807488 -8 35
1073823744 4 30
1073823745 0 30
1073823872 1 30
1073889280 -4 17
1073922048 0 17
1075838976 0 30
1075838978 -3 22
1075838980 0 30
1075838981 -8 22
1075839106 0 30
1075839232 0 22
1075839233 3 30
1075839488 -2 30
1075839616 0 0
1075855362 -4 22
1075855616 -4 22
1075871744 -5 30
1075871745 0 30
1075871872 -6 22
1075904512 -8 22
1075920896 0 30
1077936129 36 35
1077936131 35 14
1077936256 36 35
1077936257 35 35
1077936512 35 35
1077952512 0 42
1077952513 3 30
1077952640 3 30
1077985280 -2 16
1080033282 1 23
1080033536 3 23
1080066048 0 23
1082130432 36 35
1082130433 35 14
1082130560 35 35
1082146816 0 23
1084227584 10 23
1084227585 3 23
1084227712 1 23
1084243968 3 23
1092616192 -6 24
1096810496 7 24
1342177281 5 30
1342177284 8 21
1342177288 5 14
1342177289 7 21
1342177408 3 30
1342177410 4 30
1342177412 0 14
1342177413 3 21
1342177537 6 30
1342177539 5 21
1342177666 -4 9
1342177792 4 30
1342177793 3 30
1342177921 5 21
1342178304 0 30
1342178432 3 21
1342193664 5 21
1342193666 4 35
1342193668 0 21
1342193669 7 21
1342193794 3 21
1342193920 8 30
1342193921 5 15
1342194176 3 30
1342194304 5 21
1342210049 8 30
1342210051 7 15
1342210176 6 15
1342210177 5 15
1342210432 3 30
1342226434 -6 21
1342226688 3 16
1342242816 4 30
1342242817 3 16
1342242944 1 16
1342259201 9 21
1342259328 9 21
1342308352 -4 30
1342324736 3 21
1344274432 0 35
1344274434 -3 14
1344274436 -4 14
1344274437 1 35
1344274562 -4 14
1344274688 -1 42
1344274689 3 35
1344274944 0 35
1344275072 0 14
1344290818 -36 42
1344291072 3 35
1344307200 4 30
1344307201 7 22
1344307328 5 22
1344339968 0 16
1344356352 -36 42
1346371585 8 30
1346371587 11 22
1346371712 4 14
1346371713 11 22
1346371968 3 9
1346387968 8 35
1346387969 11 22
1346388096 9 22
1346420736 5 16
1348468738 -8 14
1348468992 -8 14
1348501504 0 23
1350565888 6 23
1350565889 3 23
1350566016 0 23
1350582272 9 30
1352663041 7 14
1352663168 5 14
1352679424 -36 42
1358954496 -10 24
1361051648 -4 14
1610612739 22 30
1610612743 7 3
1610612865 8 21
1610612867 13 30
1610613120 10 30
1610613121 13 21
1610613632 -4 10
1610629121 8 30
1610629123 9 21
1610629248 8 30
1610629249 7 21
1610629504 3 30
1610661888 6 30
1610661889 1 16
1610662016 3 16
1610727424 -6 17
1612709889 6 30
1612709891 7 22
1612710016 6 30
1612710017 -4 14
1612710272 -4 9
1612726272 4 30
1612726273 3 7
1612726400 3 0
1612759040 7 16
1616904192 6 30
1616904193 0 30
1616904320 1 30
1616920576 0 30
1625292800 -10 24
1879048198 -22 31
1879048450 -6 31
1879048960 -10 31
1879080962 -8 31
1879081216 -8 31
1879146496 -6 31
1883242498 -6 31
1883242752 -6 31
1883275264 -4 31
1891631104 -6 31
2147483650 -5 35
2147483653 -6 21
2147483778 -6 31
2147483904 -3 35
2147483905 -4 21
2147484288 -4 21
2147500034 -8 15
2147500288 -4 8
2147516416 36 21
2147516417 35 21
2147516544 -8 35
2147565568 -4 16
2149580802 -8 31
2149581056 0 8
2149613568 -8 22
2151677952 36 35
2151677953 35 14
2151678080 35 35
2151694336 -4 22
2157969408 1 23
2415919104 1 21
2415919106 -3 21
2415919108 1 21
2415919109 3 21
2415919234 -4 14
2415919360 -1 31
2415919361 0 31
2415919616 0 31
2415919744 1 21
2415935490 -4 21
2415935744 0 15
2415951872 0 31
2415951873 5 15
2415952000 5 15
2415984640 -4 16
2416001024 3 21
2418016258 -8 14
2418016512 -6 35
2418049024 0 31
2420113408 0 31
2420113409 11 22
2420113536 9 22
2420129792 5 22
2424307712 1 23
2426404864 -4 14
2684354561 12 21
2684354563 9 21
2684354688 0 14
2684354689 7 21
2684354944 -4 9
2684370944 0 15
2684370945 0 15
2684371072 0 15
2684403712 -4 16
2686451712 0 22
2686451713 -4 22
2686451840 -4 22
2686468096 9 22
2690646016 0 23
2952790020 3 21
2952790146 0 21
2952790273 7 31
2952790528 5 31
2952806402 0 21
2952806656 0 21
2952822785 5 15
2952822912 5 15
2952855552 0 31
2954887170 -12 14
2954887424 3 35
2954919936 7 22
2956984321 7 22
2956984448 7 22
2957000704 5 22
2961178624 0 23
3221225473 8 21
3221225475 7 21
3221225600 6 21
3221225601 7 21
3221225856 3 21
3221241856 4 15
3221241857 3 21
3221241984 3 21
3221274624 0 31
3223322624 -1 22
3223322625 3 22
3223322752 1 22
3223339008 3 22
3227516928 0 23
3489660931 7 31
3489661057 5 31
3489661312 7 31
3489677313 7 31
3489677440 7 21
3489710080 7 31
3491758081 7 31
3491758208 3 14
3491774464 -36 42
3495952384 5 31
4563402754 -6 21
4563403008 -4 14
4563435520 -2 15
4567597056 11 22
5100273666 0 21
5100273920 1 14
5100306432 5 15
5104467968 5 22
5368709120 0 21
5368709121 5 21
5368709248 1 21
5368725504 0 15
5370806272 0 0
5637144577 5 35
5637144704 9 21
5637160960 1 21
5639241728 -4 14
6710886401 5 21
6710886528 3 14
6710902784 1 21
6712983552 0 14
11005853696 5 21
34359738368 1 28
34359738370 -1 36
34359738372 1 36
34359738373 -2 36
34359738378 2 21
34359738380 2 21
34359738388 1 36
34359738389 -4 21
34359738393 0 21
34359738498 3 28
34359738502 0 21
34359738506 3 28
34359738508 3 28
34359738509 1 3
34359738624 4 28
34359738625 3 28
34359738628 6 21
34359738629 4 28
34359738632 3 21
34359738633 5 28
34359738635 3 28
34359738758 -2 2
34359738880 0 21
34359738882 -3 28
34359738884 -4 21
34359738885 -2 28
34359739008 1 36
34359739010 4 36
34359739012 3 28
34359739013 0 21
34359739137 6 28
34359739139 7 9
34359739394 -4 21
34359739522 1 28
34359739648 4 21
34359739649 5 28
34359739778 3 28
34359739904 8 21
34359739905 5 28
34359740033 5 10
34359740928 5 21
34359741056 3 28
34359741568 3 28
34359754754 0 36
34359754758 0 36
34359754762 0 15
34359754764 0 15
34359754765 1 21
34359754886 0 2
34359755008 -4 36
34359755010 -3 15
34359755012 -4 15
34359755013 3 15
34359755266 -4 15
34359755394 3 15
34359755520 4 36
34359755521 5 15
34359756032 0 28
34359756288 1 28
34359756416 5 10
34359771136 0 36
34359771137 3 36
34359771140 4 36
34359771141 0 36
34359771144 5 21
34359771145 5 15
34359771147 3 15
34359771264 3 42
34359771266 -3 15
34359771268 1 15
34359771269 5 15
34359771393 4 28
34359771395 5 28
34359771522 0 9
34359771648 36 21
34359771649 1 28
34359771776 4 36
34359771777 5 15
34359772160 35 21
34359772288 5 15
34359772544 3 15
34359787526 -6 16
34359787778 -6 16
34359788288 3 9
34359803904 1 21
34359803906 -3 21
34359803908 3 21
34359803909 0 16
34359804034 0 16
34359804160 36 21
34359804161 0 16
34359804416 35 21
34359804544 3 16
34359820288 3 16
34359820290 4 36
34359820292 5 16
34359820293 3 21
34359820418 3 16
34359820544 8 16
34359820545 7 21
34359820800 3 16
34359820928 3 21
34359836673 8 28
34359836675 9 16
34359836800 6 16
34359836801 5 16
34359837056 5 16
34359869442 -8 21
34359869696 35 21
34359885826 0 17
34359886080 -4 17
34359902208 0 28
34359902209 3 17
34359902336 3 17
34359918594 3 28
34359918848 3 21
34359934976 6 21
34359934977 3 17
34359935104 3 21
34359951361 9 17
34359951488 3 17
34360066048 1 21
34360082432 9 21
34360147968 3 28
34361835522 -6 28
34361835526 -5 28
34361835530 -6 28
34361835532 -6 28
34361835533 -6 3
34361835654 0 28
